order_id,order_date,customer_id,total_price,order_item_id,product_id,quantity,price_at_purchase,name
7765,2023-12-05,5103,295.24,1179,92,1,295.24,Mary Keith
10080,2024-06-12,3626,687.37,1180,1954,1,687.37,James Virginia
8370,2024-07-08,6335,596.24,1181,950,1,596.24,Mary Henry
1114,2024-01-19,6360,558.24,1182,1374,1,558.24,Mary Abigail
3527,2023-11-16,2232,576.48,1183,1330,1,576.48,James Lauren
381,2023-12-07,5868,846.04,1184,307,1,846.04,Mary Madison
13914,2023-11-15,3561,427.81,1185,315,1,419.79,James Gerald
4131,2023-12-21,1656,891.38,1186,942,1,891.38,James Sophia
3349,2024-02-17,7761,770.19,1187,315,1,770.19,Mary Gerald
3231,2024-05-06,8965,685.43,1188,1894,1,609.11,John Jones
2735,2024-02-26,8866,307.78,1189,476,1,307.19,John Sophia
1841,2024-08-01,3895,384.53,1190,242,1,384.53,James Frank
14202,2024-09-29,3909,870.48,1191,1741,1,870.48,James Adam
9461,2024-02-11,1394,943.38,1192,1273,1,943.38,James Isabella
7159,2023-11-17,9816,945.92,1193,878,1,945.92,John Thomas
11723,2023-12-17,1252,100.08,1194,1390,1,100.08,James Lauren
6847,2024-08-20,5545,135.40,1195,607,1,135.40,Mary Anderson
12795,2024-03-31,4792,491.38,1196,1406,1,491.38,Mary Rose
14621,2024-07-10,8529,666.37,1197,1814,1,666.37,John Adam
967,2024-06-15,3193,88.95,1198,343,1,88.95,James Samuel
2450,2024-06-18,6031,561.98,1199,370,1,489.53,Mary Hernandez
14931,2024-04-02,4334,156.40,1200,1866,1,156.40,Mary Isabella
3244,2024-03-02,472,182.80,1201,1936,1,182.80,James Diana
13574,2023-11-26,4824,482.98,1202,1389,1,478.65,Mary Isabella
7539,2024-02-26,9024,83.99,1203,745,1,83.99,John Isabella
3880,2024-04-02,8972,40.69,1204,633,1,40.69,John Lopez
5707,2024-02-11,6476,782.57,1205,957,1,782.57,Mary Christina
8768,2024-10-08,904,101.41,1206,1956,1,101.41,James Isabella
11933,2023-12-25,3816,44.19,1207,14,1,38.03,James Christina
228,2024-10-14,1372,786.00,1208,226,1,708.39,James Megan
10929,2024-05-02,9316,833.44,1209,1651,1,833.44,John Garcia
2979,2024-03-05,6799,220.73,1210,330,1,214.35,Mary Rodriguez
8617,2024-10-22,9733,386.24,1211,708,1,386.24,John Williams
10272,2024-06-09,3485,398.71,1212,1857,1,398.71,James Benjamin
6290,2024-05-03,6839,470.58,1213,1772,1,470.58,Mary Arthur
3719,2024-01-31,6173,133.69,1214,237,1,133.69,Mary Gonzalez
13957,2023-11-24,5887,299.62,1215,1925,1,299.62,Mary Miller
9958,2024-05-26,4387,857.23,1216,1216,1,854.66,Mary Lawrence
4845,2024-04-05,5132,432.32,1217,50,1,432.32,Mary Victoria
10304,2024-06-18,8617,404.18,1218,1849,1,404.18,John Miller
7981,2024-02-06,6011,429.76,1219,1350,1,390.00,Mary Gerald
12611,2024-08-25,451,558.67,1220,1625,1,558.67,James Walter
9623,2023-11-21,7008,528.85,1221,574,1,528.85,Mary Davis
4505,2023-11-23,8427,857.86,1222,1920,1,857.86,John Dennis
4927,2023-12-07,8746,944.11,1223,657,1,876.55,John Jane
10160,2024-02-10,2506,265.19,1224,1785,1,261.62,James Virginia
13556,2024-08-06,9058,774.14,1225,963,1,737.46,John Evelyn
11748,2024-03-03,5391,806.05,1226,815,1,806.05,Mary Smith
12015,2024-11-03,7171,833.71,1227,1174,1,833.71,Mary Walter
492,2023-11-29,5234,658.80,1228,802,1,658.80,Mary Natalie
4004,2024-04-23,5281,633.88,1229,1563,1,633.88,Mary Walter
12064,2024-06-24,6,778.15,1230,1940,1,778.15,James Garcia
7330,2023-12-22,6826,515.87,1231,415,1,515.87,Mary Christina
9849,2024-01-24,8254,615.81,1232,80,1,576.43,Mary Isabella
3425,2024-07-04,9520,800.42,1233,1885,1,800.42,John Cynthia
12514,2024-07-11,3027,796.80,1234,1835,1,796.80,James Taylor
321,2024-06-25,3260,882.56,1235,264,1,882.56,James Nicole
11346,2024-07-15,7111,477.99,1236,1820,1,351.07,Mary Alexander
7900,2024-06-11,8421,753.14,1237,39,1,753.14,John Peter
3454,2024-10-15,1391,452.36,1238,1066,1,452.36,James Gerald
4008,2024-10-08,9968,127.96,1239,65,1,127.96,John Evelyn
10626,2024-09-17,4244,823.78,1240,882,1,823.78,Mary Dorothy
3388,2024-05-05,4234,570.43,1241,1120,1,568.58,Mary Judith
1907,2023-12-20,1217,365.09,1242,1910,1,365.09,James Dennis
5785,2024-02-15,6665,596.17,1243,870,1,563.01,Mary Anderson
6572,2023-11-13,4327,934.29,1244,750,1,934.29,Mary Bruce
3947,2024-04-13,7605,856.32,1245,1863,1,856.32,Mary Frank
2047,2024-08-12,4199,510.30,1246,521,1,510.30,Mary Ralph
11262,2024-05-17,246,901.47,1247,5,1,901.47,James Christina
12215,2024-09-12,7254,569.13,1248,226,1,488.13,Mary Dorothy
7306,2024-09-02,5223,82.57,1249,1123,1,54.19,Mary Samuel
2930,2023-12-22,8913,928.08,1250,1435,1,928.08,John Raymond
9982,2024-10-23,2831,1057.18,1251,583,1,968.80,James Walter
155,2023-12-28,9845,700.32,1252,1033,1,700.32,John Frank
9809,2024-03-10,1916,193.25,1253,1630,1,193.25,James Grace
14814,2023-11-10,541,621.48,1254,1101,1,621.48,James Philip
4217,2024-08-31,2796,463.25,1255,1659,1,435.25,James Jane
7583,2023-12-30,6265,755.47,1256,1716,1,748.56,Mary Henry
7239,2024-03-29,8015,257.76,1257,140,1,257.76,Mary Henry
7736,2024-09-30,6635,731.73,1258,541,1,731.73,Mary Benjamin
3192,2024-07-29,3506,331.60,1259,1489,1,331.60,James Garcia
11202,2023-11-19,6298,322.76,1260,1859,1,301.06,Mary Amy
6180,2024-07-23,3889,995.36,1261,1361,1,986.43,James Harold
158,2024-06-17,5931,919.25,1262,285,1,919.25,Mary Philip
5770,2024-08-26,1192,239.15,1263,1260,1,239.15,James Johnson
8752,2024-01-22,1112,712.46,1264,1458,1,712.46,James Lauren
9936,2024-06-14,7033,650.13,1265,1858,1,581.31,Mary Patrick
10425,2023-12-02,7581,475.95,1266,737,1,446.15,Mary Peter
3843,2024-06-16,8264,567.29,1267,1893,1,499.46,John Brown
12969,2024-10-10,1765,574.03,1268,790,1,574.03,James Anderson
5597,2024-10-09,1475,102.07,1269,1492,1,79.75,James Jones
4979,2024-05-26,7852,669.49,1270,1230,1,669.49,Mary Lopez
8466,2023-12-22,4112,421.71,1271,563,1,421.71,James Diana
11934,2024-07-10,1579,299.32,1272,925,1,294.03,James Harold
14614,2024-01-05,787,882.72,1273,298,1,882.72,James Taylor
2996,2023-12-28,4991,681.05,1274,1350,1,681.05,Mary Peter
13396,2024-03-24,2913,711.42,1275,1208,1,674.80,James Samuel
1427,2024-04-10,7059,833.02,1276,17,1,833.02,Mary Adam
6241,2024-09-14,3037,465.94,1277,790,1,458.95,James Dennis
9607,2024-02-16,1515,712.64,1278,822,1,627.65,James Frank
3466,2024-07-03,2259,1029.79,1279,140,1,996.31,James Jackson
1283,2024-06-10,6486,702.41,1280,1158,1,702.41,Mary Sophia
3406,2024-06-19,6519,643.86,1281,1942,1,643.86,Mary Rodriguez
3333,2024-07-25,9934,136.24,1282,1476,1,136.24,John Isabella
11055,2024-06-20,3150,563.81,1283,654,1,537.63,James Cynthia
702,2024-06-12,2598,96.31,1284,1039,1,96.31,James Davis
12306,2024-03-16,4229,628.34,1285,1991,1,549.71,Mary Gregory
8123,2024-08-16,8271,921.13,1286,1299,1,921.13,John Hernandez
3042,2024-01-10,1046,786.48,1287,1645,1,786.48,James Jane
2414,2024-04-06,1639,28.12,1288,1614,1,23.59,James Gregory
4501,2023-12-07,708,201.96,1289,769,1,201.96,James Davis
7663,2024-05-01,4511,629.04,1290,1146,1,629.04,Mary Walter
9363,2024-09-14,7326,817.58,1291,228,1,817.58,Mary Sophia
7383,2023-12-12,6420,635.63,1292,996,1,635.63,Mary Ruth
7575,2024-08-24,1959,458.59,1293,1543,1,458.59,James Ralph
12284,2024-09-13,1506,135.80,1294,593,1,135.80,James Christina
6942,2024-06-08,8701,542.19,1295,1266,1,542.19,John Peter
13121,2023-11-30,7778,715.22,1296,1269,1,707.57,Mary Davis
13274,2024-02-27,5406,680.05,1297,1826,1,599.83,Mary Thomas
6705,2024-08-10,6356,337.03,1298,64,1,307.45,Mary Virginia
6798,2024-05-16,2738,427.84,1299,295,1,357.43,James Davis
2824,2024-01-14,8003,725.08,1300,1096,1,725.08,Mary Raymond
6646,2024-04-11,393,905.91,1301,497,1,905.91,James Samuel
2854,2024-03-01,7787,98.64,1302,1663,1,98.64,Mary Taylor
13731,2024-10-02,2934,661.71,1303,62,1,571.80,James Isabella
1194,2024-08-14,5564,564.47,1304,93,1,561.22,Mary Judith
10756,2024-09-22,2555,63.23,1305,382,1,63.23,James Henry
1365,2024-05-18,2471,875.53,1306,1613,1,788.41,James Peter
4266,2024-09-12,2393,124.17,1307,178,1,124.17,James Gonzalez
2783,2024-07-21,188,202.22,1308,118,1,202.22,James Alice
9262,2023-12-05,5356,67.08,1309,546,1,67.08,Mary Christina
10786,2024-10-22,5243,355.18,1310,1074,1,290.50,Mary Keith
533,2024-10-14,6057,941.56,1311,690,1,941.56,Mary Douglas
14574,2024-08-22,9994,483.57,1312,1374,1,454.07,John Natalie
4844,2024-07-21,7273,425.68,1313,1369,1,425.68,Mary Keith
98,2024-09-16,7078,250.06,1314,1419,1,186.49,Mary Davis
11043,2023-11-12,7925,751.65,1315,532,1,623.53,Mary Anderson
14304,2024-10-02,263,306.78,1316,1442,1,306.78,James Roger
288,2024-03-03,8787,415.89,1317,43,1,415.89,John Douglas
5492,2024-06-29,8354,269.94,1318,1420,1,186.75,John Julia
9438,2023-11-18,5347,986.43,1319,1061,1,917.82,Mary Dennis
12261,2024-04-27,9650,372.55,1320,398,1,372.55,John Abigail
12172,2024-10-09,1727,251.37,1321,1838,1,251.37,James Lawrence
6396,2024-03-06,7355,811.06,1322,295,1,811.06,Mary Jones
3778,2024-02-15,2673,531.13,1323,1418,1,531.13,James Gonzalez
14740,2024-09-08,3055,332.68,1324,1199,1,332.68,James Frank
8770,2023-12-08,8176,850.34,1325,817,1,850.34,Mary Virginia
2847,2024-03-20,2541,979.83,1326,1090,1,979.83,James Peter
6704,2024-02-13,2917,497.50,1327,991,1,497.50,James Lawrence
7365,2024-08-23,1650,561.10,1328,1483,1,561.10,James Nicole
4325,2024-02-06,6615,668.23,1329,977,1,668.23,Mary Henry
3574,2024-02-20,3482,799.02,1330,1881,1,799.02,James Diana
10941,2024-02-28,69,59.40,1331,391,1,59.40,James Ralph
12528,2024-08-19,5195,39.25,1332,1431,1,39.25,Mary Anderson
1757,2024-04-05,5335,491.22,1333,691,1,491.22,Mary Anderson
5967,2024-09-01,3924,182.26,1334,1951,1,97.84,James Brown
2412,2023-11-09,2705,730.59,1335,1756,1,730.59,James Frank
10553,2024-09-08,5538,931.63,1336,189,1,903.59,Mary Davis
11485,2024-09-10,1448,620.59,1337,93,1,620.59,James Alice
13501,2023-12-14,2182,368.45,1338,694,1,286.04,James Lopez
8201,2024-06-11,724,709.32,1339,1087,1,709.32,James Julia
3008,2023-12-24,3035,940.26,1340,1661,1,940.26,James Scott
5326,2024-09-25,5791,88.22,1341,1125,1,88.22,Mary Philip
7400,2024-10-12,5819,129.65,1342,1184,1,40.19,Mary Rodriguez
13283,2024-04-05,3792,520.18,1343,395,1,520.18,James Lopez
8042,2024-01-13,6743,215.49,1344,69,1,153.09,Mary Raymond
13822,2024-10-14,4820,107.20,1345,848,1,100.01,Mary Abigail
5971,2024-03-10,1020,508.93,1346,1135,1,508.93,James Nicole
11137,2024-05-02,1596,465.51,1347,1956,1,465.51,James Virginia
6693,2023-11-09,7930,582.77,1348,1308,1,500.03,Mary Martin
2329,2024-05-20,741,773.37,1349,172,1,773.37,James Alexander
9529,2024-05-03,3498,981.33,1350,1801,1,981.33,James Amy
6220,2024-03-29,1560,126.45,1351,1930,1,36.87,James Martin
5229,2024-06-01,7266,903.93,1352,1698,1,893.98,Mary Virginia
5023,2024-01-08,1407,518.49,1353,467,1,518.49,James Miller
3531,2024-05-10,7492,751.58,1354,547,1,751.58,Mary Johnson
14059,2024-08-28,4949,210.64,1355,1370,1,210.64,Mary Arthur
10114,2024-08-11,1096,488.36,1356,1032,1,479.25,James Sophia
1758,2024-10-31,1909,698.03,1357,1165,1,698.03,James Jackson
931,2024-06-16,2361,585.42,1358,1255,1,464.26,James Philip
459,2024-07-28,3453,60.64,1359,1108,1,60.64,James Raymond
914,2024-03-01,1,338.10,1360,1427,1,330.58,James Smith
3513,2024-05-27,4200,114.18,1361,1491,1,114.18,Mary Cynthia
9863,2024-10-14,2050,365.06,1362,560,1,365.06,James Martin
3661,2024-01-19,9311,370.84,1363,591,1,370.84,John Smith
5158,2024-01-24,4461,98.78,1364,1650,1,98.78,Mary Philip
12721,2024-04-22,192,173.13,1365,1149,1,136.05,James Diana
61,2024-08-09,1834,257.80,1366,1640,1,252.58,James Wilson
1466,2024-05-11,4932,490.44,1367,236,1,490.44,Mary Rose
5623,2024-07-21,4874,235.56,1368,1250,1,235.56,Mary Dorothy
3528,2024-01-30,2202,622.15,1369,476,1,502.07,James Rose
14166,2024-06-02,9371,902.55,1370,220,1,818.58,John Gerald
5399,2024-04-04,7097,834.73,1371,392,1,834.73,Mary Dennis
2871,2024-06-18,5042,292.79,1372,1838,1,292.79,Mary Johnson
3975,2023-12-15,9330,681.45,1373,377,1,681.45,John Martin
2373,2024-10-13,1565,29.61,1374,1286,1,29.61,James Scott
7224,2024-09-26,8825,873.85,1375,1770,1,873.85,John Jones
7761,2024-05-15,7455,494.60,1376,691,1,494.60,Mary Henry
328,2023-12-12,3083,716.16,1377,1459,1,716.16,James Williams
14021,2024-02-06,1600,233.85,1378,862,1,233.85,James Abigail
9456,2024-03-03,4272,485.08,1379,1579,1,485.08,Mary Johnson
11816,2024-06-21,4620,599.18,1380,1433,1,570.06,Mary Cynthia
6929,2024-07-26,179,558.59,1381,1066,1,558.59,James Harold
5849,2024-07-19,8346,959.42,1382,895,1,956.96,John Thomas
7213,2024-01-06,9297,950.62,1383,1608,1,950.62,John Bruce
4986,2024-01-27,3180,453.87,1384,1376,1,417.91,James Anna
14910,2024-04-25,4827,151.93,1385,292,1,151.93,Mary Wayne
9419,2024-04-10,6507,411.31,1386,828,1,411.31,Mary Wayne
5571,2024-06-13,2985,768.72,1387,1887,1,768.72,James Frank
3819,2024-08-08,4175,739.42,1388,190,1,739.42,Mary Frank
1360,2024-08-20,5374,692.50,1389,1625,1,657.08,Mary Natalie
3827,2023-12-01,7005,205.93,1390,1083,1,205.93,Mary Jones
2055,2023-11-28,8749,219.10,1391,1384,1,194.02,John Ralph
9752,2024-08-30,2208,916.53,1392,299,1,916.53,James Maria
8994,2024-04-05,1574,183.45,1393,1942,1,177.56,James Judith
10110,2023-11-18,4045,75.26,1394,741,1,37.46,James Benjamin
13745,2024-10-19,1144,189.96,1395,1252,1,189.96,James Julia
10061,2024-03-06,2952,146.27,1396,1197,1,146.27,James Lopez
8436,2023-12-28,7242,126.09,1397,409,1,126.09,Mary Rose
5851,2024-08-16,4875,225.37,1398,1,1,225.37,Mary Frank
13477,2024-02-18,1728,789.89,1399,142,1,789.89,James Alice
14219,2024-04-19,3147,913.15,1400,446,1,913.15,James Wayne
8038,2024-02-14,9871,599.10,1401,790,1,599.10,John Smith
9142,2024-10-23,3558,951.52,1402,1376,1,951.52,James Madison
342,2024-02-15,1397,552.55,1403,1022,1,483.94,James Wayne
13675,2023-11-22,7916,402.51,1404,489,1,402.51,Mary Garcia
4962,2024-08-15,9528,149.09,1405,861,1,146.04,John Davis
6366,2024-04-14,5624,991.87,1406,641,1,960.95,Mary Julia
203,2023-11-22,8317,239.17,1407,949,1,239.17,John Bruce
11797,2024-03-02,6279,903.79,1408,1475,1,819.34,Mary Arthur
13815,2024-02-02,1193,35.04,1409,1981,1,35.04,James Williams
10673,2023-12-04,4101,479.13,1410,1383,1,479.13,James Alexander
9360,2024-02-06,6199,97.96,1411,19,1,97.96,Mary Harold
10430,2024-03-04,3002,331.55,1412,1272,1,331.55,James Lauren
10615,2024-01-27,6343,113.79,1413,360,1,111.05,Mary Samuel
12673,2024-09-15,5747,315.97,1414,1472,1,313.18,Mary Miller
6430,2023-12-22,460,618.69,1415,969,1,618.69,James Nicole
14471,2024-02-25,9477,103.90,1416,1236,1,26.92,John Dennis
8498,2024-03-01,6495,915.43,1417,681,1,915.43,Mary Benjamin
8051,2023-12-29,5330,257.40,1418,922,1,257.40,Mary Martinez
13482,2023-11-08,3582,852.24,1419,1898,1,852.24,James Lopez
13375,2024-03-27,222,545.64,1420,3,1,473.46,James Lopez
4484,2024-08-30,3055,327.56,1421,96,1,327.56,James Frank
14137,2024-05-18,4337,502.25,1422,1931,1,502.25,Mary Wayne
4875,2024-04-04,5578,817.20,1423,166,1,817.20,Mary Alice
1983,2024-10-25,6993,858.45,1424,1207,1,833.43,Mary Keith
8995,2024-05-25,3980,105.62,1425,1422,1,76.88,James Abigail
14291,2023-11-24,8067,931.41,1426,1450,1,931.41,Mary Taylor
11743,2024-03-31,1883,752.62,1427,120,1,747.71,James Keith
8954,2023-12-03,2324,172.69,1428,223,1,172.69,James Wilson
12423,2024-10-11,9166,748.91,1429,180,1,748.91,John Jane
9884,2024-08-24,6791,75.05,1430,239,1,75.05,Mary Smith
666,2024-06-14,4821,276.69,1431,838,1,276.69,Mary Gerald
4152,2023-12-09,2480,114.83,1432,1403,1,38.24,James Anna
6354,2024-08-28,1716,378.27,1433,1261,1,377.54,James Christina
12467,2024-05-29,7280,399.88,1434,1149,1,399.88,Mary Cynthia
5678,2024-05-07,4350,297.94,1435,1118,1,297.94,Mary Martinez
8653,2024-02-02,6576,296.16,1436,1103,1,258.08,Mary Jane
9458,2024-04-12,8621,369.23,1437,910,1,338.19,John Hernandez
6684,2024-07-24,2425,834.55,1438,1068,1,834.55,James Frank
8223,2024-05-29,707,826.47,1439,674,1,826.47,James Miller
1072,2024-07-15,7145,1018.19,1440,1463,1,983.51,Mary Jones
4799,2024-02-23,9028,366.78,1441,32,1,366.78,John Amy
11248,2024-08-24,2094,750.98,1442,271,1,750.98,James Isabella
4404,2023-12-08,3823,684.46,1443,1164,1,684.46,James Samuel
747,2024-04-21,4498,116.74,1444,748,1,116.74,Mary Moore
14581,2024-05-07,6382,465.04,1445,1129,1,465.04,Mary Lopez
7322,2024-01-11,3641,151.11,1446,242,1,22.55,James Smith
14802,2023-12-04,4130,480.55,1447,1020,1,480.55,James Cynthia
8060,2024-02-26,760,933.99,1448,1171,1,933.99,James Abigail
9929,2024-08-21,5043,192.95,1449,1138,1,192.95,Mary Williams
627,2024-07-13,2699,182.60,1450,1657,1,182.60,James Harold
2297,2024-04-16,9590,847.03,1451,1625,1,847.03,John Cynthia
3736,2024-01-30,2315,42.96,1452,60,1,42.96,James Jones
13857,2023-12-07,3831,482.86,1453,1984,1,474.15,James Philip
5441,2023-12-16,1379,852.98,1454,533,1,852.98,James Arthur
2999,2023-12-04,149,784.05,1455,1364,1,778.04,James Rodriguez
11477,2024-07-19,3522,922.41,1456,643,1,922.41,James Victoria
12832,2024-01-12,1573,64.68,1457,215,1,64.68,James Patrick
11109,2024-02-26,8627,793.02,1458,1264,1,793.02,John Taylor
13252,2024-08-09,6189,452.42,1459,443,1,378.41,Mary Gregory
4794,2024-04-09,4121,624.49,1460,1742,1,624.49,James Gerald
12982,2024-04-22,6231,202.54,1461,1401,1,202.54,Mary Smith
2337,2024-02-19,8604,527.34,1462,1861,1,496.74,John Isabella
3074,2024-02-28,4755,857.76,1463,1896,1,857.76,Mary Terry
12108,2024-06-09,1057,549.97,1464,1937,1,549.97,James Miller
14825,2024-05-20,1958,942.33,1465,1818,1,942.33,James Amy
9592,2024-04-27,3241,805.60,1466,1945,1,737.08,James Peter
13819,2024-08-07,1498,494.68,1467,105,1,494.68,James Evelyn
4211,2024-08-03,369,948.36,1468,83,1,926.76,James Jackson
10457,2024-04-29,4016,541.84,1469,1536,1,453.04,James Grace
13882,2024-08-09,8638,33.31,1470,1645,1,33.31,John Evelyn
2912,2024-10-12,6429,885.17,1471,338,1,885.17,Mary Adam
14746,2024-06-22,6799,227.92,1472,1205,1,161.32,Mary Rodriguez
13270,2024-07-04,2411,407.33,1473,326,1,336.80,James Walter
1021,2024-07-04,3508,101.87,1474,1657,1,101.87,James Davis
1174,2024-01-18,5409,1217.60,1475,769,2,593.42,Mary Jackson
2150,2024-03-05,9353,815.36,1476,1938,2,407.68,John Samuel
2200,2024-05-06,4262,794.42,1477,683,2,383.74,Mary Lauren
11126,2024-04-10,3895,1501.64,1478,845,2,750.82,James Frank
5573,2024-05-30,4228,1811.84,1479,877,2,905.92,Mary Evelyn
10367,2024-08-22,5464,1759.06,1480,1706,2,868.72,Mary Brown
13631,2024-07-03,6386,620.74,1481,1057,2,310.37,Mary Thomas
3842,2024-05-02,5761,352.06,1482,1897,2,176.03,Mary Peter
2839,2024-01-01,9748,897.98,1483,1006,2,414.97,John Moore
13503,2024-07-29,5555,1253.54,1484,1172,2,626.77,Mary Scott
13800,2024-07-22,8964,332.44,1485,1302,2,154.83,John Brown
1278,2023-12-03,1779,878.96,1486,1730,2,439.48,James Gregory
14819,2024-03-14,3578,1180.22,1487,1266,2,590.11,James Davis
6365,2024-10-12,272,1135.66,1488,1892,2,555.41,James Lauren
212,2024-08-11,8708,197.14,1489,89,2,81.57,John Evelyn
14244,2024-05-08,2206,307.10,1490,1002,2,149.73,James Christina
11350,2024-04-09,8218,579.58,1491,718,2,289.79,Mary Evelyn
11318,2024-07-19,2252,642.30,1492,593,2,321.15,James Lopez
3152,2023-12-16,1001,907.78,1493,418,2,453.89,James Peter
9235,2024-08-11,4730,1171.62,1494,37,2,585.81,Mary Nicole
13890,2024-06-26,5598,909.08,1495,896,2,454.54,Mary Amy
14387,2024-07-15,5969,538.25,1496,429,2,227.59,Mary Jackson
1847,2024-11-03,5568,1715.56,1497,1819,2,857.78,Mary Maria
1922,2024-01-01,309,344.90,1498,1663,2,107.97,James Gregory
891,2024-06-24,2217,487.40,1499,1359,2,225.79,James Lawrence
442,2023-12-26,1445,565.66,1500,871,2,282.83,James Frank
7903,2024-01-29,6616,1271.84,1501,340,2,635.92,Mary Christina
12354,2024-03-01,2382,819.14,1502,87,2,407.71,James Johnson
12459,2024-10-03,962,1024.02,1503,1353,2,512.01,James Diana
9973,2024-09-22,8588,1044.76,1504,895,2,522.38,John Alice
1084,2023-12-09,3015,1761.05,1505,1875,2,878.76,James Jones
6083,2024-01-10,4799,363.62,1506,1750,2,170.76,Mary Harold
11581,2023-12-15,3559,1405.00,1507,369,2,702.50,James Adam
6372,2024-08-16,3901,1663.62,1508,1543,2,815.57,James Philip
3679,2024-01-10,450,1557.04,1509,1293,2,740.66,James Anna
1316,2024-10-12,555,118.96,1510,1301,2,59.48,James Terry
9307,2024-02-22,6572,1588.05,1511,1140,2,791.43,Mary Lauren
3484,2024-04-20,2374,802.36,1512,753,2,362.00,James Isabella
5725,2024-06-26,2769,117.72,1513,1903,2,39.51,James Harold
11596,2024-01-12,6152,1463.62,1514,1576,2,731.81,Mary Lauren
2293,2024-09-27,5088,281.82,1515,1572,2,140.91,Mary Alice
6918,2024-06-26,8535,1349.90,1516,453,2,674.95,John Terry
3576,2024-04-28,2590,1342.30,1517,808,2,671.15,James Cynthia
5985,2024-08-27,2016,1541.54,1518,1843,2,739.36,James Virginia
1052,2024-04-22,511,2060.57,1519,793,2,986.68,James Peter
13162,2024-01-14,4192,1770.76,1520,590,2,885.38,Mary Lauren
12084,2023-11-29,3824,165.63,1521,711,2,46.41,James Dorothy
9723,2023-12-05,1454,911.52,1522,877,2,455.76,James Natalie
5395,2024-05-02,4107,1282.46,1523,1520,2,624.51,James Lawrence
10507,2023-12-14,8520,911.94,1524,827,2,455.97,John Ruth
12692,2024-07-15,2468,181.68,1525,1249,2,90.84,James Moore
5379,2024-04-06,181,1907.36,1526,710,2,953.68,James Alexander
950,2024-09-12,1768,258.62,1527,914,2,129.31,James Moore
11192,2024-03-03,9501,1449.82,1528,1742,2,724.91,John Philip
7658,2024-05-18,9895,1402.47,1529,1097,2,696.62,John Scott
11543,2023-12-26,3893,1137.96,1530,814,2,568.98,James Samuel
10032,2024-09-25,4480,1779.84,1531,525,2,889.92,Mary Cynthia
5356,2024-09-30,6086,1409.26,1532,138,2,704.63,Mary Jane
2195,2024-04-12,7360,464.38,1533,507,2,232.19,Mary Martinez
14753,2024-02-19,2389,841.06,1534,1421,2,420.53,James Rodriguez
2064,2024-08-02,1150,1971.78,1535,782,2,949.23,James Anna
4672,2023-11-07,1950,194.18,1536,1403,2,97.09,James Abigail
13749,2024-09-07,7526,794.62,1537,905,2,397.31,Mary Christina
3334,2024-11-01,300,914.24,1538,1397,2,457.12,James Martin
12997,2024-05-09,6188,442.80,1539,953,2,188.52,Mary Evelyn
5803,2024-08-16,406,795.36,1540,1825,2,397.68,James Virginia
12419,2024-03-29,4189,1878.98,1541,1946,2,939.49,Mary Adam
13766,2024-01-24,5245,878.94,1542,14,2,437.76,Mary Terry
13215,2024-08-16,6672,1527.34,1543,360,2,763.67,Mary Victoria
11811,2024-04-03,1671,111.78,1544,1995,2,55.89,James Gerald
552,2024-03-07,9022,613.60,1545,1178,2,306.80,John Lauren
9521,2024-05-13,384,511.82,1546,1267,2,255.91,James Judith
4947,2023-11-21,5685,954.70,1547,315,2,473.48,Mary Anderson
13646,2024-07-08,9557,796.74,1548,677,2,398.37,John Douglas
2597,2024-06-01,258,1592.24,1549,1569,2,795.22,James Alice
3673,2024-08-14,8957,1574.94,1550,1246,2,782.50,John Wayne
2704,2024-07-02,3737,1321.84,1551,1471,2,620.21,James Dennis
1705,2024-10-13,9436,873.22,1552,343,2,436.61,John Virginia
14429,2024-06-28,53,665.56,1553,157,2,271.78,James Roger
6402,2023-11-07,6191,1563.02,1554,972,2,781.51,Mary Walter
13120,2024-09-04,4591,273.56,1555,1263,2,136.78,Mary Alexander
13571,2024-06-25,4491,150.14,1556,1613,2,75.07,Mary Hernandez
7748,2024-08-29,125,548.22,1557,687,2,260.22,James Benjamin
10055,2024-10-20,2716,920.26,1558,1837,2,440.35,James Virginia
11504,2024-06-20,892,269.52,1559,218,2,134.76,James Diana
4819,2024-10-05,382,709.30,1560,1451,2,354.65,James Rose
455,2024-08-12,3639,1647.02,1561,757,2,823.51,James Ralph
3457,2023-12-11,7000,315.68,1562,1534,2,157.84,Mary Cynthia
11344,2023-12-13,9360,148.26,1563,1846,2,74.13,John Ruth
11851,2024-02-13,2839,534.42,1564,1903,2,267.21,James Harold
2015,2024-07-14,7170,1675.34,1565,250,2,837.67,Mary Anna
13007,2023-11-24,880,1883.46,1566,1338,2,941.73,James Nicole
12363,2024-10-30,4160,1904.61,1567,402,2,912.60,Mary Anna
1435,2024-09-20,9703,1325.88,1568,229,2,662.94,John Samuel
2135,2024-01-09,1534,311.63,1569,565,2,152.36,James Isabella
8358,2024-08-27,324,573.06,1570,1948,2,286.53,James Dorothy
10437,2024-03-31,6182,133.10,1571,1204,2,48.22,Mary Victoria
12005,2024-05-13,5031,976.12,1572,1811,2,488.06,Mary Gerald
9319,2024-01-23,6651,773.14,1573,1043,2,386.57,Mary Smith
13837,2023-12-29,86,682.74,1574,32,2,321.87,James Thomas
11592,2024-06-08,3575,159.78,1575,965,2,79.89,James Jones
2243,2024-10-24,986,1554.56,1576,1248,2,777.28,James Garcia
13794,2023-11-14,1305,806.28,1577,884,2,389.81,James Frank
